,log_id,result,result_num
84,3281814727561053268,"[{u'score': 0.39322027564, u'name': u'青菜'}, {u'score': 0.212499782443, u'name': u'芥菜'}, {u'score': 0.101280808449, u'name': u'油菜'}]",3
85,7733629170751700217,"[{u'score': 0.428635656834, u'name': u'芥菜'}, {u'score': 0.317601591349, u'name': u'非果蔬食材'}, {u'score': 0.0762010514736, u'name': u'油菜'}]",3
86,7874458060004479628,"[{u'score': 0.784129738808, u'name': u'芥菜'}, {u'score': 0.057248596102, u'name': u'菜心'}, {u'score': 0.0526070147753, u'name': u'油菜'}]",3
87,8412084838707832055,"[{u'score': 0.67639362812, u'name': u'芥菜'}, {u'score': 0.126775607467, u'name': u'青菜'}, {u'score': 0.060671236366, u'name': u'上海青'}]",3
88,3100151857960084097,"[{u'score': 0.306419789791, u'name': u'油菜'}, {u'score': 0.197439134121, u'name': u'上海青'}, {u'score': 0.147120565176, u'name': u'青菜'}]",3
89,108455382449449538,"[{u'score': 0.477357000113, u'name': u'油菜'}, {u'score': 0.195565313101, u'name': u'上海青'}, {u'score': 0.175116151571, u'name': u'青菜'}]",3
90,5007342092397205466,"[{u'score': 0.622577250004, u'name': u'菜心'}, {u'score': 0.0971727743745, u'name': u'青菜'}, {u'score': 0.0677341669798, u'name': u'非果蔬食材'}]",3
91,3108402768385923839,"[{u'score': 0.273770391941, u'name': u'青菜'}, {u'score': 0.142066776752, u'name': u'菠菜'}, {u'score': 0.128493472934, u'name': u'非果蔬食材'}]",3
92,6746234318740249811,"[{u'score': 0.450928866863, u'name': u'青菜'}, {u'score': 0.225623711944, u'name': u'油菜'}, {u'score': 0.0731590241194, u'name': u'菜心'}]",3
93,6659995633110048172,"[{u'score': 0.602879285812, u'name': u'油菜'}, {u'score': 0.116102620959, u'name': u'非果蔬食材'}, {u'score': 0.113067209721, u'name': u'青菜'}]",3
94,8055254743803747892,"[{u'score': 0.35789129138, u'name': u'油菜'}, {u'score': 0.300200015306, u'name': u'青菜'}, {u'score': 0.277915924788, u'name': u'上海青'}]",3
95,3058563889765547111,"[{u'score': 0.656482696533, u'name': u'油菜'}, {u'score': 0.268285125494, u'name': u'上海青'}, {u'score': 0.0410779751837, u'name': u'青菜'}]",3
96,5334766024136823903,"[{u'score': 0.456092834473, u'name': u'油菜'}, {u'score': 0.231317400932, u'name': u'青菜'}, {u'score': 0.206408321857, u'name': u'上海青'}]",3
97,1744521729256183231,"[{u'score': 0.5467248559, u'name': u'油菜'}, {u'score': 0.198827117681, u'name': u'青菜'}, {u'score': 0.118188165128, u'name': u'非果蔬食材'}]",3
98,8094944153975790774,"[{u'score': 0.475176662207, u'name': u'青菜'}, {u'score': 0.279609560966, u'name': u'油菜'}, {u'score': 0.0917368009686, u'name': u'上海青'}]",3
99,4124754105124514503,"[{u'score': 0.683094143867, u'name': u'油菜'}, {u'score': 0.104846134782, u'name': u'上海青'}, {u'score': 0.086039274931, u'name': u'青菜'}]",3
100,6212841792251592155,"[{u'score': 0.388163477182, u'name': u'油菜'}, {u'score': 0.242947742343, u'name': u'上海青'}, {u'score': 0.165407717228, u'name': u'芥菜'}]",3
101,3170170728786250608,"[{u'score': 0.482168853283, u'name': u'油菜'}, {u'score': 0.13348788023, u'name': u'非果蔬食材'}, {u'score': 0.119784846902, u'name': u'上海青'}]",3
102,2120823627251553867,"[{u'score': 0.413383215666, u'name': u'青菜'}, {u'score': 0.227526381612, u'name': u'油菜'}, {u'score': 0.166635945439, u'name': u'上海青'}]",3
103,2793788475831277788,"[{u'score': 0.541758596897, u'name': u'油菜'}, {u'score': 0.159885168076, u'name': u'青菜'}, {u'score': 0.125526070595, u'name': u'上海青'}]",3
104,1864298615906018988,"[{u'score': 0.369235903025, u'name': u'上海青'}, {u'score': 0.283665955067, u'name': u'油菜'}, {u'score': 0.203888684511, u'name': u'青菜'}]",3
105,4142005595772203105,"[{u'score': 0.352605432272, u'name': u'青菜'}, {u'score': 0.26751434803, u'name': u'油菜'}, {u'score': 0.168682992458, u'name': u'上海青'}]",3
106,2292176943813892729,"[{u'score': 0.471712261438, u'name': u'非果蔬食材'}, {u'score': 0.16196115315, u'name': u'青菜'}, {u'score': 0.10189280659, u'name': u'油菜'}]",3
107,6197783042535304846,"[{u'score': 0.427311092615, u'name': u'油菜'}, {u'score': 0.203376442194, u'name': u'青菜'}, {u'score': 0.12442317605, u'name': u'菜心'}]",3
108,4805366146839702922,"[{u'score': 0.359026879072, u'name': u'上海青'}, {u'score': 0.255592644215, u'name': u'油菜'}, {u'score': 0.226848468184, u'name': u'青菜'}]",3
109,1683177813160217341,"[{u'score': 0.391908317804, u'name': u'上海青'}, {u'score': 0.368525981903, u'name': u'油菜'}, {u'score': 0.127683997154, u'name': u'青菜'}]",3
110,1349681058301711628,"[{u'score': 0.341348320246, u'name': u'芥菜'}, {u'score': 0.325029850006, u'name': u'油菜'}, {u'score': 0.131109192967, u'name': u'青菜'}]",3
111,1288997692368417484,"[{u'score': 0.570149481297, u'name': u'油菜'}, {u'score': 0.182285308838, u'name': u'青菜'}, {u'score': 0.170278444886, u'name': u'上海青'}]",3
112,8521913350413666586,"[{u'score': 0.370597839355, u'name': u'上海青'}, {u'score': 0.303946137428, u'name': u'油菜'}, {u'score': 0.28849363327, u'name': u'青菜'}]",3
113,978094636269945856,"[{u'score': 0.456848978996, u'name': u'油菜'}, {u'score': 0.294894695282, u'name': u'上海青'}, {u'score': 0.192402884364, u'name': u'青菜'}]",3
114,5007952786640346306,"[{u'score': 0.260224401951, u'name': u'青菜'}, {u'score': 0.237579137087, u'name': u'油菜'}, {u'score': 0.195695653558, u'name': u'上海青'}]",3
115,7067469116762429685,"[{u'score': 0.332099229097, u'name': u'青菜'}, {u'score': 0.209903463721, u'name': u'油菜'}, {u'score': 0.187588810921, u'name': u'菜心'}]",3
116,1449870946094688138,"[{u'score': 0.299535274506, u'name': u'油菜'}, {u'score': 0.207066506147, u'name': u'青菜'}, {u'score': 0.198459357023, u'name': u'芥菜'}]",3
117,8672351949562970533,"[{u'score': 0.297580957413, u'name': u'油菜'}, {u'score': 0.241016447544, u'name': u'非果蔬食材'}, {u'score': 0.217264577746, u'name': u'青菜'}]",3
118,2613657993251033258,"[{u'score': 0.26575216651, u'name': u'油菜'}, {u'score': 0.255114287138, u'name': u'上海青'}, {u'score': 0.254682064056, u'name': u'非果蔬食材'}]",3
119,1919153644851415229,"[{u'score': 0.347907364368, u'name': u'油菜'}, {u'score': 0.227901607752, u'name': u'上海青'}, {u'score': 0.20344646275, u'name': u'非果蔬食材'}]",3
120,7269803475948750675,"[{u'score': 0.352616161108, u'name': u'油菜'}, {u'score': 0.295976698399, u'name': u'上海青'}, {u'score': 0.247485354543, u'name': u'青菜'}]",3
121,3775590608508363349,"[{u'score': 0.388090223074, u'name': u'青菜'}, {u'score': 0.188454434276, u'name': u'上海青'}, {u'score': 0.16854904592, u'name': u'油菜'}]",3
122,7623773225583530901,"[{u'score': 0.517051637173, u'name': u'青菜'}, {u'score': 0.241476267576, u'name': u'油菜'}, {u'score': 0.129337638617, u'name': u'上海青'}]",3
123,3822140178491463316,"[{u'score': 0.571702122688, u'name': u'油菜'}, {u'score': 0.21320836246, u'name': u'青菜'}, {u'score': 0.0724811553955, u'name': u'菜心'}]",3
124,2403787164933315952,"[{u'score': 0.615047156811, u'name': u'油菜'}, {u'score': 0.130971074104, u'name': u'上海青'}, {u'score': 0.129770293832, u'name': u'青菜'}]",3
125,2465547160941766897,"[{u'score': 0.415683686733, u'name': u'上海青'}, {u'score': 0.315948188305, u'name': u'油菜'}, {u'score': 0.116833299398, u'name': u'非果蔬食材'}]",3
126,7217064266383587837,"[{u'score': 0.281360685825, u'name': u'非果蔬食材'}, {u'score': 0.227880448103, u'name': u'上海青'}, {u'score': 0.166443347931, u'name': u'油菜'}]",3
127,3263929471457057411,"[{u'score': 0.562138319016, u'name': u'非果蔬食材'}, {u'score': 0.125523477793, u'name': u'油菜'}, {u'score': 0.101415447891, u'name': u'菜心'}]",3
128,3192968700600886402,"[{u'score': 0.687175154686, u'name': u'油菜'}, {u'score': 0.0929196923971, u'name': u'青菜'}, {u'score': 0.0831024125218, u'name': u'非果蔬食材'}]",3
129,8928273499321207947,"[{u'score': 0.490816742182, u'name': u'菜心'}, {u'score': 0.22201192379, u'name': u'油菜'}, {u'score': 0.126501232386, u'name': u'青菜'}]",3
130,3514637033773842890,"[{u'score': 0.434478968382, u'name': u'青菜'}, {u'score': 0.225214347243, u'name': u'上海青'}, {u'score': 0.140002503991, u'name': u'油菜'}]",3
131,2795469759406902358,"[{u'score': 0.354950815439, u'name': u'芥菜'}, {u'score': 0.234745562077, u'name': u'青菜'}, {u'score': 0.152385354042, u'name': u'非果蔬食材'}]",3
132,1828889593820125758,"[{u'score': 0.459618359804, u'name': u'非果蔬食材'}, {u'score': 0.171669557691, u'name': u'青菜'}, {u'score': 0.0927483290434, u'name': u'上海青'}]",3
133,3166543088810970174,"[{u'score': 0.544326066971, u'name': u'非果蔬食材'}, {u'score': 0.127767413855, u'name': u'菜心'}, {u'score': 0.100820489228, u'name': u'油菜'}]",3
134,6988102427182060141,"[{u'score': 0.80130058527, u'name': u'非果蔬食材'}, {u'score': 0.0653469115496, u'name': u'菜心'}, {u'score': 0.0408225208521, u'name': u'油菜'}]",3
135,1826316890209381662,"[{u'score': 0.253466784954, u'name': u'青菜'}, {u'score': 0.18049390614, u'name': u'上海青'}, {u'score': 0.165259733796, u'name': u'菜心'}]",3
136,4237443223014131223,"[{u'score': 0.583866596222, u'name': u'非果蔬食材'}, {u'score': 0.111969143152, u'name': u'青菜'}, {u'score': 0.0932545959949, u'name': u'油菜'}]",3
137,7416651900279550595,"[{u'score': 0.469406306744, u'name': u'非果蔬食材'}, {u'score': 0.153332605958, u'name': u'油菜'}, {u'score': 0.13094983995, u'name': u'上海青'}]",3
138,3138327527895715791,"[{u'score': 0.848871648312, u'name': u'非果蔬食材'}, {u'score': 0.0455546826124, u'name': u'青菜'}, {u'score': 0.0338155180216, u'name': u'油菜'}]",3
139,6270723524858615901,"[{u'score': 0.265219837427, u'name': u'非果蔬食材'}, {u'score': 0.206400826573, u'name': u'青菜'}, {u'score': 0.189760938287, u'name': u'油菜'}]",3
140,3197007036942613717,"[{u'score': 0.396479219198, u'name': u'油菜'}, {u'score': 0.200910925865, u'name': u'青菜'}, {u'score': 0.116728194058, u'name': u'上海青'}]",3
